participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
FDxEsXakdgaNOMtjw,43,859,9,The bees walk in a pattern and that is the shape it forms over time.,1,7,3.272727272727273,2.909090909090909,3.3,1.7272727272727273,2.9,3
RZRrWhKfhTnDbwLTY,43,860,10,"Honeycombs are hexagonal because they create order in the hive. It makes a pattern that is easy to follow, unlike random sized holes.",7,6,4.636363636363637,4.363636363636363,2.3,4.2727272727272725,4.8,4.111111111111111
ZTlLRYuYaMKtmeHxO,43,861,11,Honeycombs are hexagonal because that shape is very strong relative to the weight of the construction materials. each side of the hexagon presents very little surface area that can be damaged.,5,4,5.909090909090909,5.7272727272727275,3.2,4.636363636363637,5.7,3.6666666666666665
pZuUWoNCceLUoCfLH,43,862,12,They are designed this way because it is the pattern in which bees form them. They form them in this way because it is the most space efficient for them in their little nest and the rigid shape allows them to move around without falling like a spherical shape would.,1,6,5,5.363636363636363,3.8,4.2727272727272725,4.5,4.666666666666667
qsaaffQmpwCJaWrWJ,43,863,13,Because it's the most space efficient to fit many things and stack stably.,4,3,4.818181818181818,5.545454545454546,1.5,3.8181818181818183,4.9,3.3333333333333335
DLvFXvFrpXhsFYCIS,43,864,14,Honeycombs are hexagonal because the shape creates a sturdier honeycomb. This shape will not collapse under the weight of honey or wax and bee larvae.,7,7,6.2727272727272725,6,2.9,5.090909090909091,5.5,5
gFvRPvNOcdPCuEBaS,43,865,15,Honeycombs are hexagonal because it allows for the honey to be stored more evenly and efficiently.,5,3,5,5,2.6,5.181818181818182,5.3,3.5555555555555554
fUijtyeSwmRfTYvSs,43,866,16,It's the natural shape which occurs when flexible bubbles are pushed together.,5,6,4.363636363636363,4.090909090909091,3.2,1.0909090909090908,4.2,4
VRQHSoOKVcCRPEYny,43,867,17,Bees use a straight walled structure to provide a strong storage structure for their honey. The hexagonal structure allow for replicated building of the comb as bees have the basis still of building one shape.,2,4,5.363636363636363,5.7272727272727275,3,4.909090909090909,5.3,5.222222222222222
gCmjrIgeWitzCidnD,43,868,18,Because the bees need the comb to hold the honey inside of it.,3,4,3.4545454545454546,3.8181818181818183,2.3,3.8181818181818183,4,3.111111111111111
wvqDDpCgeFTnxjDQk,43,869,19,For strength.,6,6,4,5,1.7,4.363636363636363,5.1,2.3333333333333335
CabOYdtSYPXhBEVhG,43,870,20,The bees construct their combs in ways to store the honey & avoid dripping.,3,1,4.2727272727272725,4.7272727272727275,3.7,4.636363636363637,4.5,5.222222222222222
JlZoColKHRIjAAqdN,43,871,21,Honeycombs are created by bees.  Bees create an integral system of tunnels and rooms for their community.  It is part of their evolution that has lead to the hexagonal structure of honeycombs.,2,2,4.181818181818182,4.636363636363637,3.6,2.4545454545454546,4.7,4.111111111111111
fzJOclLkZWYHpbzrO,44,872,1,"By long-standing social convention, as the first blue jeans were, in fact, blue.",6,3,3.8181818181818183,5,1.6,0.6,4.444444444444445,3.3333333333333335
kwfaiAdzqUyXiZJGg,44,873,2,That is the style that was first created.,7,6,3,4.333333333333333,1.9,0.5,2.888888888888889,2.4166666666666665
ScMznAGEWxoCgAzTC,44,874,3,"They are dyed with a standard indigo dye, which is cheaper than other dyes. Although many other cheap indigo dyes exist now, the standard took off.",6,6,4.909090909090909,5.222222222222222,4.6,2.7,3.3333333333333335,5.083333333333333
aZMGliizVSvpzXpsj,44,875,4,The color retains heat and is easier to clean.,3,6,3.909090909090909,4.111111111111111,2.5,3.7,3.4444444444444446,3.9166666666666665
okJsCYFmwCnMJVuHB,44,876,5,"Jeans are blue because they were originally created for workers many years ago. At the time, such workers were identified by the color of their clothing, which has changed little over time.",5,5,4.545454545454546,3.4444444444444446,2.5,2.7,3.111111111111111,3.5833333333333335
kcUDUudOvWNncoDtP,44,877,6,The dye used to process and clean the jeans attach blue coloring during washing.,5,4,4.2727272727272725,4.444444444444445,4.9,1.2,4.222222222222222,4.083333333333333
ZFoFjkdyMjYmdArCk,44,878,7,Because factories make them blue.,2,3,2.5454545454545454,4.111111111111111,2.9,1.1,4.666666666666667,3.5
XVNtZapijKbXOrCsO,44,879,8,Jeans are blue because that is the most popular color.  Companies make things that people want and many people like their jeans to be blue.,5,5,3.272727272727273,4.555555555555555,2.5,2.3000000000000003,3.7777777777777777,3.3333333333333335
FDxEsXakdgaNOMtjw,44,880,9,"The fashion industry has decided that this color matches best with most articles of clothing, so that is the one they produce for this material.",1,7,4.090909090909091,3.888888888888889,2.4,2.4,4,3.25
RZRrWhKfhTnDbwLTY,44,881,10,Jeans are blue because they are dyed that way.,2,1,3.272727272727273,5.222222222222222,5.4,2.4,5.111111111111111,4.416666666666667
ZTlLRYuYaMKtmeHxO,44,882,11,Jeans are blue because they are dyed a blue color. Blue is a relatively neutral color that goes with most other colors.,2,2,4.363636363636363,5.333333333333333,4.5,2.8,4.555555555555555,5
pZuUWoNCceLUoCfLH,44,883,12,"Jeans are blue because they were designed for work, and blue is a color that very effectively hides dirt and damage. It was also a favorite color in the era they were made, and the design stuck to this day.",5,6,4.818181818181818,5.444444444444445,3.7,3.1,3.7777777777777777,4.5
qsaaffQmpwCJaWrWJ,44,884,13,Blue became a popular color and jean makers remained on that thought to sell jeans easily.,2,2,3.6363636363636362,5.111111111111111,2.4,1.8,3.888888888888889,3.6666666666666665
DLvFXvFrpXhsFYCIS,44,885,14,Jeans are blue because they are dyed with indigo coloring.,7,7,4.7272727272727275,5.777777777777778,5.4,2.5,4.444444444444445,4.75
gFvRPvNOcdPCuEBaS,44,886,15,"Jeans are blue because the fabric that makes up the jean materials are mostly blue in color, so together they appear blue.",5,5,3.8181818181818183,3.5555555555555554,2.7,0.6,3,3.9166666666666665
fUijtyeSwmRfTYvSs,44,887,16,"At this point, purely over tradition. When they were made, probably because the color was accessible.",5,3,4,3.888888888888889,2.5,0.29999999999999993,3.888888888888889,3.6363636363636362
VRQHSoOKVcCRPEYny,44,888,17,The original jeans were dyed blue using indigo dye to make the fabric hide dirt and stains. It as also seen as being more fashionable.,5,6,5.545454545454546,5.222222222222222,4.8,4.1,5,5.25
gCmjrIgeWitzCidnD,44,889,18,Because they are dyed that way to look fashionable.,3,5,3.4545454545454546,5,4.3,4.6,4.111111111111111,4.833333333333333
wvqDDpCgeFTnxjDQk,44,890,19,The natural color of the material.,3,3,3.727272727272727,2.4444444444444446,2.9,0.5,3.666666666666667,3.25
CabOYdtSYPXhBEVhG,44,891,20,They are made in many different colors. So they are not just blue.,2,2,3.3636363636363638,4.222222222222222,1.3,1.2,5.333333333333333,3.25
JlZoColKHRIjAAqdN,44,892,21,"Jean material comes in many shades of blue, as well as other colors these days.  Denim is dyed and blue was the chosen color back in the day.",6,5,5.181818181818182,5.333333333333333,3.6,2,4.222222222222222,4.833333333333333
fzJOclLkZWYHpbzrO,45,893,1,Flowers are colorful so they are attractive to potential pollinators.,5,5,5.75,5.7272727272727275,2,5.2,5.181818181818182,4.25
kwfaiAdzqUyXiZJGg,45,894,2,That's the way it was made in God's eyes.,7,4,3,3.272727272727273,2.2,0.7,4.090909090909091,2.25
ScMznAGEWxoCgAzTC,45,895,3,"They attract bees if they are colorful, which flowers need to pass pollen around. Bees will not go for grays, browns or greens, since those are the colors of the general environment.",6,6,5.875,5.090909090909091,1.6,4.7,5.2727272727272725,4.25
aZMGliizVSvpzXpsj,45,896,4,It lets a insects know their age and ripeness for eating.,5,6,3.375,3,1.3,3.2,4,2.75
okJsCYFmwCnMJVuHB,45,897,5,Flowers are colorful because their purpose is to attract specific insects that are encouraged by particular colors. These insects are the carriers of pollen that allow the plants to reproduce.,6,7,5.875,5.636363636363637,2.4,5.2,5.181818181818182,4.75
kcUDUudOvWNncoDtP,45,898,6,To attract bees and other insects for pollination.,7,6,5.25,5.818181818181818,1.6,5.4,5.636363636363637,4.125
ZFoFjkdyMjYmdArCk,45,899,7,Because of genetics.,1,4,3.125,4.7272727272727275,5,1.2,5.454545454545454,3.5
XVNtZapijKbXOrCsO,45,900,8,Flowers are colorful due to the makeup of the flower itself.  They attract different insects which is the main reason why they are colorful.,5,5,4.75,4.909090909090909,3.4,4,4.818181818181818,3.75
FDxEsXakdgaNOMtjw,45,901,9,"They reproduce very quickly and it is easy for them to mate with a large variety of other flowers, creating a large array of colors.",5,7,3.625,3.727272727272727,2.9,1.2,4.181818181818182,4
RZRrWhKfhTnDbwLTY,45,902,10,Flowers are colorful because they are natural and absorb sunlight.,1,1,3.125,4.545454545454546,3.3,1.6,4.2727272727272725,3.125
ZTlLRYuYaMKtmeHxO,45,903,11,"Flowers are colorful so that they attract bees and other insects. Flowers reproduce when pollen from one flower is moved to another.  Bees and insects move the pollen, and in return the flower provides a sweet substance known as nectar as food for the bees and insects.",6,6,5.875,5.545454545454546,2.7,5.7,4.909090909090909,4.75
pZuUWoNCceLUoCfLH,45,904,12,So that bees can see them and make them out in the backdrop much more clearly.,5,5,4.75,4.454545454545454,1.7,4.3,4.545454545454546,2.625
qsaaffQmpwCJaWrWJ,45,905,13,Because they reflect all light that isn't seen by bees only absorbing light that is visible for bees to allow the flower to be easily pollinated.,5,5,5,4.636363636363637,2.6,3.8,4.181818181818182,4.125
DLvFXvFrpXhsFYCIS,45,906,14,"Flowers are colorful because they are meant to attract birds and bees so that pollination and fertilization by seeds can occur.  In order for a tree to grow fruit, it needs to be cross pollinated with another tree of its species.  Apple trees need another apple tree (not necessarily same apple type, but similar) to cross pollinate with it.   It is nature's way of ensuring propagation of different plant species so that they will not become extinct.",7,7,6.25,5.636363636363637,2.5,5,5.363636363636363,5.75
gFvRPvNOcdPCuEBaS,45,907,15,Flowers are colorful in order to attract the bees that pollinate them.,6,5,6,5.909090909090909,2.9,5.1,4.818181818181818,3.75
fUijtyeSwmRfTYvSs,45,908,16,To attract bees and other pollinators to allow the flowers to reproduce.,7,7,5.625,5.181818181818182,2.4,5.6,5.2727272727272725,4.625
VRQHSoOKVcCRPEYny,45,909,17,The interaction with the flower chlorophyll  and the sun produces the color of the flower. The amount and balance of chlorophyll determine the the intensity the color. The color is used by the flower to attract flying insect that assist in the pollination between flowers.,6,6,4.875,5.454545454545454,4.8,3.3,4.818181818181818,6.5
gCmjrIgeWitzCidnD,45,910,18,"Because they are designed to attract butterflies, bees, and other insects to pollinate.",6,6,5.625,5.909090909090909,2,5.6,5.181818181818182,4.375
wvqDDpCgeFTnxjDQk,45,911,19,To attract pollinating bugs.,6,6,4.875,5.2727272727272725,1.6,5.1,5.090909090909091,4.375
CabOYdtSYPXhBEVhG,45,912,20,It is the nature of the flowers to be colorful.,2,2,2.375,3.272727272727273,1.8,0.5,4.2727272727272725,1.375
JlZoColKHRIjAAqdN,45,913,21,Flowers are each made of of their own DNA.  The DNA of a flower determines many factors including the color.  It is possible to alter the seeds planted to change the color of the flower to what you would like it to be.,2,6,3.75,4.7272727272727275,4.8,1.9,5.181818181818182,5.75
BLxiLrcJVYyzTYHcF,46,914,1,Because it is a balanced shape and easy to hang on a pole.,5,5,5.230769230769231,4.444444444444445,3.8,3.3636363636363638,4.416666666666667,4.818181818181818
KISTyIatfIkKsCgvg,46,915,2,To be clearly visible from all sides and withstand weather.,2,5,4.923076923076923,4.888888888888889,2.6,4,4.083333333333333,3.5454545454545454
IDLXuoMyStWujjdzJ,46,916,3,For even wind distribution.,7,7,4.846153846153846,4.888888888888889,3.1,4,3.75,3.1818181818181817
VKwRlGAqcvzFfhyZF,46,917,4,To better catch gusts of wind.,2,6,4.846153846153846,4.666666666666667,4.5,4.2727272727272725,3.1666666666666665,3.4545454545454546
yzZmQdvxJiuSduGRJ,46,918,5,Because it fits better on a flag pole maybe.,7,6,3.769230769230769,4.444444444444445,2.1,3.1818181818181817,4,2.090909090909091
kxtBQszuQXqsnoUYM,46,919,6,So they can wave in the wind and be visible.,5,6,5.076923076923077,5,3.9,4.181818181818182,3.8333333333333335,3.6363636363636362
OOolYRcivZyQheHSs,46,920,7,So they can be put in a holder or on a flag pole.  This appears to be the uniform size for flags in this country and around the world.,2,2,4.3076923076923075,4.666666666666667,2.4,4.2727272727272725,4.416666666666667,2.8181818181818183
FLdkKDpBHstDROLPz,46,921,8,Since the flags of all the other countries are rectangular.,6,5,3,3.6666666666666665,1.1,0.7272727272727273,4.583333333333333,2.090909090909091
QvLGrzinLxHmBZRny,46,922,9,"Easy to fold up, to install compare to circle.",6,6,5.3076923076923075,4.444444444444445,3.7,3.1818181818181817,4,2.1
phrRcvuKseLhdHMun,46,923,10,Flags are rectangular because they are more aerodynamic in that shape.,2,6,4.769230769230769,4.333333333333333,3.8,4.2727272727272725,4.083333333333333,3.1818181818181817
TlcothuLyKcyroemf,46,924,11,It is a visually satisfying shape for displaying a country.,3,5,4.076923076923077,4.333333333333333,2.1,1.5454545454545454,3.6666666666666665,2.4545454545454546
YUORMYkUHTbKnUpYY,46,925,12,"They are more visible when in this shape.  During war in the past, the army was identified by the flag carried on the field.  This shape was easiest to be viewed.",5,6,5.846153846153846,5.222222222222222,4.1,3.8181818181818183,4.333333333333333,5.818181818181818
AJBPkiiEMatxPTvKI,46,926,13,"A rectangular flag seems like it would be a bit more aerodynamic and pragmatic over other shapes in the sense that, in high winds, it will likely be more visible than a circle flag or a triangle shape would.",3,2,5.769230769230769,5,4.1,4.2727272727272725,4.416666666666667,4.454545454545454
ANKJnXwVUteomIeIu,46,927,14,To be able to be displayed on a pole and still provide the decoration. It is easier to mount a rectangular flag on a pole. It is also rectangular so that it has enough space to display the decoration.,5,6,5.3076923076923075,4.666666666666667,4.1,3.5454545454545454,4.083333333333333,4.636363636363637
kGeoPbRZDmtTzWbkq,46,928,15,"I think they're rectangle because when the first flag was created, they also thought the earth was flat. The flag is supposed to represent the ground it stands on, so a rectangle - rather than a perfect square - is the perfect representation.",2,5,2.6923076923076925,2,1.6000000000000003,1,2.8333333333333335,2.4545454545454546
GTcwUgRupkkvSOFsY,46,929,16,Flags are rectangular because they are easier to display. They are also easier to carry or hang from a stick. They are also easier to see when they are rectangular.,6,5,5.6923076923076925,5.333333333333333,5.1,3.8181818181818183,4.916666666666667,4
uBSTgwBqyQZAXNOgV,46,930,17,That's how they were originally designed.,3,2,2.923076923076923,3.2222222222222223,2,1.7272727272727273,4.75,1.7272727272727273
xmyrVbIEZlsNzOSbO,46,931,18,"With the exception of a single national flag, they are all rectangular because that is much easier to produce and will not be mistaken for the triangular shaped flags that are used as part of universal warnings systems used at sea.",3,5,4.923076923076923,4.777777777777778,4.5,3.4545454545454546,4.083333333333333,4.181818181818182
nwGyrortYFnoElOnN,46,932,19,So that they can fly in the wind easily.,5,6,4.6923076923076925,4.666666666666667,3.6,4.181818181818182,4,2.5454545454545454
DyVLdIMwfBpBlXPIE,46,933,20,Easier to hang.,6,5,4.3076923076923075,4,3.6,3.6363636363636362,3.75,2
BLxiLrcJVYyzTYHcF,47,934,1,For companionship - to feel needed.,5,6,4.6,5.363636363636363,4.4,4,4.363636363636363,3.8181818181818183
KISTyIatfIkKsCgvg,47,935,2,A fear of being alone drives them to look for others similar to themselves.,4,6,4.2,4.181818181818182,3.7,2.6,4.2727272727272725,3.090909090909091
IDLXuoMyStWujjdzJ,47,936,3,For support.,7,7,3.1333333333333333,4.909090909090909,2.6,4,3.8181818181818183,3.6363636363636362
VKwRlGAqcvzFfhyZF,47,937,4,Because humans crave companionship and sex.,2,3,4.333333333333333,5.545454545454546,4.6,3.7,5,3.6363636363636362
yzZmQdvxJiuSduGRJ,47,938,5,There is no why to this it's an emotion that just happens when two people click.,7,7,3.7333333333333334,4.545454545454546,1.5,0.9,4.090909090909091,3.272727272727273
kxtBQszuQXqsnoUYM,47,939,6,Because of hormones in the body to get people to procreate.,5,3,4,5.363636363636363,4.6,3.6,4,4.636363636363637
OOolYRcivZyQheHSs,47,940,7,They are attracted to each other on a mental and physical level.  They want to share their lives with each other.,6,6,5.266666666666667,5.909090909090909,5.2,2.8,4.7272727272727275,5.2727272727272725
FLdkKDpBHstDROLPz,47,941,8,Because love truly exists.,6,6,2.9333333333333336,4.818181818181818,1.1,1.1,3.727272727272727,3.727272727272727
QvLGrzinLxHmBZRny,47,942,9,"Offspring, you instinct want you to fall in love so you can have offspring.",5,5,4.066666666666666,5.2727272727272725,2.5,4.1,4.181818181818182,3
phrRcvuKseLhdHMun,47,943,10,People fall in love as a matter of biology.  It is necessary to propagate the species and reproduce.,6,6,4.8,5.363636363636363,3.9,4.8,4.2727272727272725,5
TlcothuLyKcyroemf,47,944,11,Changes in peoples brain and chemistry causes feeling of love.,5,5,4.533333333333333,5.181818181818182,4.3,2.5,5.545454545454546,5.363636363636363
YUORMYkUHTbKnUpYY,47,945,12,Humans develop bonds that form into love and the desire to keep near each other for great lengths of time.,4,5,4.6,5.636363636363637,4.2,2.9,4.636363636363637,4.7272727272727275
AJBPkiiEMatxPTvKI,47,946,13,"Because they feel some manner of attraction to one another, be it physical, emotional, or both, and want to share their lives with another.",4,5,4.933333333333334,5.636363636363637,4.2,3.4,5,4.181818181818182
ANKJnXwVUteomIeIu,47,947,14,"There are many reasons why someone would fall in love. Once a person becomes emotionally attached to another person the desire to be with them becomes intense and ultimately you can not picture yourself without them, thus falling in love.",4,5,4.933333333333334,5.7272727272727275,4.3,2.1,4.909090909090909,4.090909090909091
kGeoPbRZDmtTzWbkq,47,948,15,"Because as they evolved, so did their needs. No longer do they just need nutrients and basic protection, they need a sense of belonging, of being part of something. A relationship offers all the basics such as procreation, economics, and such, but it also offers the sense of exclusive belonging.",5,6,5,5.818181818181818,3.4,3.4,4.454545454545454,4.7272727272727275
GTcwUgRupkkvSOFsY,47,949,16,"People fall in love when they meet someone that meets their needs. They fall in love with someone that has qualities they admire, find physically attractive and share similar goals. We fall in love for companionship and strength.",6,5,5.466666666666667,5.7272727272727275,3.9,4,4.818181818181818,4.636363636363637
uBSTgwBqyQZAXNOgV,47,950,17,Chemistry between them and having common interests.,6,6,4.266666666666667,5.454545454545454,3.6,1.9,4.454545454545454,5.090909090909091
xmyrVbIEZlsNzOSbO,47,951,18,People fall in love as part of an evolutionary path that sought to tie propagation with long term commitment. Love was a way to justify a longer term commitment and one that went beyond providing food and shelter strictly out of obligation to offspring.,3,5,5.333333333333333,5.545454545454546,4.2,4.2,4.545454545454546,4.454545454545454
nwGyrortYFnoElOnN,47,952,19,Because it is a natural thing to do.,6,6,3.3333333333333335,4.909090909090909,3,1.8,3.5454545454545454,2.7272727272727275
DyVLdIMwfBpBlXPIE,47,953,20,Because they like each other.,5,6,3.1333333333333333,4.909090909090909,4.1,1.5,4.454545454545454,4.363636363636363
BLxiLrcJVYyzTYHcF,49,974,1,To assess any possible danger.,5,4,5.785714285714286,5.7,2.9,5,4.8,3.909090909090909
KISTyIatfIkKsCgvg,49,975,2,We look around to pinpoint the source of the noise.,7,7,5.857142857142857,5.7,2,5.1,5.5,3.909090909090909
IDLXuoMyStWujjdzJ,49,976,3,To see what made it.,7,7,5.357142857142857,6,1.7,4.4,5.3,3.6363636363636362
VKwRlGAqcvzFfhyZF,49,977,4,To see where the noise came from.,6,5,5.714285714285714,5.5,1.1999999999999997,4.6,5.5,3.3636363636363638
yzZmQdvxJiuSduGRJ,49,978,5,Because we are alert and want to know whats going on around us.,7,7,5.714285714285714,6.1,3.8,3.5,5.2,3.6363636363636362
kxtBQszuQXqsnoUYM,49,979,6,It is the fight or flight reflex from when we were scavengers.,5,7,4.571428571428571,5,4.5,2.6,4.9,5
OOolYRcivZyQheHSs,49,980,7,It is a natural reaction to try to find out where the noise is coming from to pinpoint a possible problem.,6,6,5.785714285714286,5.7,2.9,4.5,5.6,4.363636363636363
FLdkKDpBHstDROLPz,49,981,8,To determine what caused the noise in the first place.,6,6,5.785714285714286,5.8,2.4,5.4,5.3,3.6363636363636362
QvLGrzinLxHmBZRny,49,982,9,"Instinct, to see danger then avoid it.",6,6,5.357142857142857,5.3,3.5,4.4,5.4,3.909090909090909
phrRcvuKseLhdHMun,49,983,10,We look around because we are hardwired to be on alert for danger as a survival mechanism.,5,5,5.714285714285714,5.3,4.2,3.3,4.8,5.454545454545454
TlcothuLyKcyroemf,49,984,11,We want to know what and where the noise is coming from so we can be on our guard.,6,6,5.571428571428571,6,2,4.9,4.8,4.2727272727272725
YUORMYkUHTbKnUpYY,49,985,12,"Humans are concerned about their surroundings to determine if the situation is safe, and one way to do this is to identify where a noise came from and what caused this noise.",6,6,6.071428571428571,6.2,3.6,4.6,5.1,4.636363636363637
AJBPkiiEMatxPTvKI,49,986,13,To determine where the noise came from and whether the source of that noise is a possible threat to our wellbeing.,7,7,6,6.4,2.2,5.2,4.9,5.090909090909091
ANKJnXwVUteomIeIu,49,987,14,Because we are curious people. We need to know what is happening around us. A noise would trigger the curiosity and we would need to find the answer. It could be dangerous or it could be something that is very serious.,5,5,5.928571428571429,6.3,3.2,4,5.1,4.636363636363637
kGeoPbRZDmtTzWbkq,49,988,15,"Because we have evolved to know that sound usually means danger. Before we had better protection, sound and site were our best sources of detecting a predator and even today, it can often be linked to danger.",5,6,6,5.5,4.9,3.9,4.3,4.818181818181818
GTcwUgRupkkvSOFsY,49,989,16,We look around when we hear a noise to find out where the noise is coming from.,7,7,5.5,5.7,1.6999999999999997,4.6,5.6,5.181818181818182
uBSTgwBqyQZAXNOgV,49,990,17,To see where it is coming from.,7,6,5.571428571428571,5.7,1.1999999999999997,4.2,5.7,3.6363636363636362
xmyrVbIEZlsNzOSbO,49,991,18,"When a noise occurs out of our sight and is unexpected, the tendency is to look and make certain that the noise and whatever its source is not a danger.",4,6,6.214285714285714,6,3.1,4.6,4.9,5.2727272727272725
nwGyrortYFnoElOnN,49,992,19,To see where it came from.,5,6,5.214285714285714,6,2.4,4.9,5.7,4
DyVLdIMwfBpBlXPIE,49,993,20,To see what make it.,5,5,4.285714285714286,5.6,1.3000000000000003,3.9,5.3,3.727272727272727
BLxiLrcJVYyzTYHcF,50,994,1,To give life meaning.,5,5,2.857142857142857,3.1,0.7,2.1818181818181817,2.9,2.8181818181818183
KISTyIatfIkKsCgvg,50,995,2,The cells that make up the functioning parts of the body and organs begins to deteriorate which are needed for life.,6,6,5.142857142857143,5.5,5.8,3.272727272727273,4.7,5.545454545454546
IDLXuoMyStWujjdzJ,50,996,3,Population control.,7,7,3,2.9,0.8000000000000002,2.3636363636363638,3.5,1.727272727272727
VKwRlGAqcvzFfhyZF,50,997,4,"Because old age wears their bodies down over time, or they become ill.",6,5,4.571428571428571,4.8,5.9,1.8181818181818181,4.6,5.181818181818182
yzZmQdvxJiuSduGRJ,50,998,5,Because it's life's cycle.,7,7,4.714285714285714,5.1,3.1,3.6363636363636362,5.9,3.5454545454545454
kxtBQszuQXqsnoUYM,50,999,6,Because our bodies are fragile and have an expiration date.,2,1,3.7142857142857144,4.5,5.3,2,5.5,4.636363636363637
OOolYRcivZyQheHSs,50,1000,7,"They are old, sick, overdoses, by accident.  It is a process of life we live and eventually we will all die.",5,5,4.142857142857143,5.1,5.7,1.3636363636363638,5.6,4.909090909090909
FLdkKDpBHstDROLPz,50,1001,8,Because no one wants to live forever.,5,5,2.142857142857143,2.9,0.6,0.5454545454545454,3.7,1.3636363636363638
QvLGrzinLxHmBZRny,50,1002,9,"To make room for new generations. You cannot live forever, there are no room for that many people.",5,5,3.857142857142857,2.8,0.6,3.6363636363636362,3.8,3.909090909090909
phrRcvuKseLhdHMun,50,1003,10,People die as part of our second estate.  We will then go back to live with God.  It is part of His plan.,7,2,2.857142857142857,3.1,2.5,1,3.3,2.8181818181818183
TlcothuLyKcyroemf,50,1004,11,People die when various parts of their body gets old and stops working.,6,6,4.571428571428571,5.5,5.6,3.1818181818181817,4.3,5.545454545454546
YUORMYkUHTbKnUpYY,50,1005,12,The human body can only live about 100 years maximum until organs start to fail.,7,6,3.857142857142857,3.8,5,2.8181818181818183,3.8,4.636363636363637
AJBPkiiEMatxPTvKI,50,1006,13,"Because they live. Without death, there is no life, much in the same manner that light is a meaningless concept without darkness.",4,5,3.2857142857142856,3.7,2.2,1.727272727272727,3.8,3.4545454545454546
ANKJnXwVUteomIeIu,50,1007,14,Because every living thing must eventually die to make space for the new living things. There is not enough room on this earth to support every person to live forever.,5,6,4.571428571428571,2.8,2.6,3.909090909090909,4,3.5454545454545454
kGeoPbRZDmtTzWbkq,50,1008,15,"Because everything has limitations. Our bodies are built a certain way, but that way also breaks down, like any other container used over time. Just like parts of a machine break down, our parts do, resulting in our death.",6,6,4.714285714285714,5.8,5.5,2.727272727272727,4.9,5.7272727272727275
GTcwUgRupkkvSOFsY,50,1009,16,People die because everything has a beginning and an end. We could never completely handle the stress of living forever.,5,4,4,4.3,2.9,1.3636363636363638,4.8,3
uBSTgwBqyQZAXNOgV,50,1010,17,"Because of illness, accident or the end of a long life.",7,7,5.571428571428571,5.1,5.8,2.1818181818181817,5,5.454545454545454
xmyrVbIEZlsNzOSbO,50,1011,18,"People die because the basic unit of life, the cell, is unable to continue reparative processes as they age. As telomeres shorten the cell is less able to sustain itself and life ends.",5,6,5.857142857142857,5.9,5.9,3.5454545454545454,4.9,6.181818181818182
nwGyrortYFnoElOnN,50,1012,19,Because it is part of the life cycle.,6,6,4.857142857142857,5.2,4,2.1818181818181817,6,3.5454545454545454
DyVLdIMwfBpBlXPIE,50,1013,20,Because of age.,5,6,4,3.9,5.3,2.3636363636363638,4.3,4
QwVAmSieCMPAGWDVF,37,730,1,To make themselves feel better.,5,4,4.545454545454546,5.454545454545454,3.3,5.5,4.8,4
SEUAOmqmzkkXgaODV,37,731,2,To feel better about themselves. They have insecurities.,6,6,4.545454545454546,4.7272727272727275,4,5.3,4.6,4.090909090909091
YMHLdzHUgHvggRfVk,37,732,3,Because their lives suck.,6,5,3.090909090909091,4.2727272727272725,3.5,0.6,3.2,2.6363636363636362
kDxPoHSfPDagbiiCb,37,733,4,Some people bully because they are insecure and this makes them feel better about themselves.,6,6,5.090909090909091,5.181818181818182,4.7,4.1,4.6,4.090909090909091
KtHoNiqaEixziwWHw,37,734,5,"Because they might be insecure about themselves, or maybe they have abusive parents.",5,5,4.818181818181818,5.181818181818182,5.2,1.6,4.2,4.181818181818182
SAPzvWhQcnIhjStWs,37,735,6,Because they are insecure about themselves and bully those people they find similarities to themselves that they don't like in themselves. This is projecting their self-consciousness.,6,7,4.909090909090909,5,3.9,2.5,4.3,4.909090909090909
oQNxUpjKQQGtLmmpg,37,736,7,"People bully because it makes them feel stronger, and that feeling of strength helps them cope with previous hurt and feelings of inadequacy.",6,6,5.181818181818182,5.363636363636363,3.4,4.3,4.2,5.363636363636363
mNzNfDLzTwTjKIhxq,37,737,8,"Most people bully because they have an unopposed position of power over a minority group.  Additionally, the person bullying is typically compensating for a lacking of some important internal, emotional satisfier such as being loved at home.  The bully is a combination of lack of emotional support, and the lack of opposition from peers while engaged in the act of bullying.",6,5,5.363636363636363,5.454545454545454,4,3.2,4.5,6
uLpLLVWAmseouRfVd,37,738,9,They have low self-esteem and feel the need to put down others in order to raise their own perceptions of themselves.,2,6,5.2727272727272725,5.363636363636363,4.9,4.5,4.8,5.5
hbVSBOouYZdfwtYXj,37,739,10,"Some people simply enjoy overpowering others. Others have mental issues are were subjected to abuse themselves. In some ways it's also part of how our society works - dominance, winning at all cost, cheating. We are a country where cheating pays and being a bully equates to winning.",7,6,5.454545454545454,4.909090909090909,3.9,3.1,4.4,6.090909090909091
AyKhWMrrSomzSLkmt,37,740,11,Because they feel bad about themselves and making somebody else hurt makes them feel better.,7,7,4.818181818181818,5.363636363636363,4.5,4.5,4.5,5.090909090909091
NPPBJQODATWXWincF,37,741,12,Because the feel that they have no power in the lives and the only way they can feel any sort of power is to be dominate over others.,6,5,4.636363636363637,5,4.2,4.3,4.3,5.090909090909091
